0 23625.9782609
100 23493.1521739
200 23357.3913043
300 23277.1304348
400 23159.1304348
500 23104.5869565
600 23030.2173913
700 22963.8043478
800 22951.0
900 22922.5652174
1000 22883.2826087
1100 22846.1304348
1200 22829.0217391
1300 22815.6304348
1400 22794.6521739
1500 22774.2826087
1600 22763.9782609
1700 22758.4130435
1800 22751.3043478
1900 22737.8043478
2000 22728.0217391
2100 22718.7391304
2200 22704.9782609
2300 22698.9782609
2400 22686.3478261
2500 22678.1521739
2600 22673.4130435
2700 22666.1956522
2800 22663.6086957
2900 22661.4347826
3000 22650.6956522
3100 22645.6086957
3200 22639.9347826
3300 22629.5652174
3400 22611.8478261
3500 22610.0434783
3600 22602.9130435
3700 22601.826087
3800 22592.4347826
3900 22591.673913
