0 18230.9473684
100 18064.4210526
200 17938.2631579
300 17824.1578947
400 17771.1052632
500 17741.1052632
600 17714.0
700 17661.6842105
800 17604.9473684
900 17541.9473684
1000 17500.1052632
1100 17487.1578947
1200 17457.3157895
1300 17448.5263158
1400 17417.8947368
1500 17404.4210526
1600 17401.0
1700 17393.7894737
1800 17365.3157895
1900 17346.5789474
2000 17330.3157895
2100 17316.3684211
2200 17312.0526316
2300 17310.0
2400 17292.9473684
2500 17287.1578947
2600 17284.4210526
2700 17282.4210526
2800 17282.4210526
2900 17282.4210526
3000 17282.4210526
3100 17276.3684211
3200 17272.4210526
3300 17272.4210526
3400 17263.9473684
3500 17261.3157895
3600 17251.3157895
3700 17251.3157895
3800 17246.6315789
3900 17244.8947368
4000 17231.1052632
4100 17227.4736842
4200 17227.4736842
4300 17226.5263158
4400 17226.5263158
4500 17222.6842105
4600 17222.6842105
4700 17210.5263158
4800 17208.5263158
4900 17204.7894737
