0 18214.7
100 18139.0333333
200 18005.5666667
300 17907.2
400 17849.5666667
500 17789.1
600 17733.0666667
700 17721.9333333
800 17703.9
900 17675.3666667
1000 17658.0
1100 17619.6666667
1200 17599.9
1300 17580.0666667
1400 17566.4
1500 17560.9
1600 17544.5333333
1700 17530.8333333
1800 17500.6666667
1900 17490.2
2000 17475.9666667
2100 17466.7333333
2200 17458.9333333
2300 17442.4
2400 17428.1666667
2500 17423.9
2600 17423.9
2700 17422.0666667
2800 17407.2
2900 17403.0333333
3000 17387.4666667
3100 17381.8
3200 17367.1
3300 17362.9333333
3400 17360.9333333
3500 17350.8666667
3600 17335.5
3700 17330.3333333
3800 17322.7666667
3900 17322.4
4000 17320.2666667
4100 17315.6666667
4200 17314.7
4300 17312.5333333
4400 17310.9
4500 17308.2
4600 17304.0
4700 17297.6
4800 17294.2
4900 17291.3333333
