0 18142.8
100 17997.6
200 17948.95
300 17841.3
400 17766.05
500 17752.4
600 17719.75
700 17705.45
800 17685.4
900 17666.35
1000 17641.35
1100 17622.3
1200 17597.85
1300 17571.25
1400 17558.05
1500 17550.1
1600 17540.55
1700 17516.1
1800 17508.8
1900 17487.45
2000 17477.3
2100 17464.25
2200 17464.25
2300 17460.75
2400 17453.15
2500 17452.45
2600 17447.5
2700 17431.3
2800 17424.1
2900 17419.7
3000 17413.1
3100 17413.1
3200 17412.7
3300 17405.25
3400 17402.4
3500 17392.3
3600 17382.75
3700 17379.15
3800 17376.35
3900 17375.4
4000 17370.1
4100 17368.15
4200 17361.8
4300 17350.8
4400 17347.35
4500 17347.35
4600 17343.55
4700 17321.15
4800 17321.15
4900 17321.15
5000 17316.8
5100 17315.95
5200 17315.95
5300 17315.95
5400 17315.95
5500 17302.3
5600 17297.75
5700 17297.75
5800 17297.75
5900 17296.55
6000 17295.8
6100 17293.65
6200 17286.7
6300 17286.7
6400 17286.7
6500 17283.9
6600 17276.3
6700 17273.65
6800 17272.9
6900 17272.6
7000 17268.2
7100 17268.2
7200 17268.2
7300 17268.2
7400 17268.2
7500 17268.2
7600 17268.2
7700 17267.95
7800 17267.95
7900 17266.1
8000 17266.1
8100 17263.65
8200 17262.15
8300 17262.15
8400 17262.15
8500 17262.15
8600 17261.75
8700 17257.35
8800 17257.35
8900 17257.35
9000 17256.3
9100 17255.4
9200 17255.4
9300 17255.4
9400 17255.4
9500 17255.4
9600 17252.7
9700 17252.15
9800 17252.15
9900 17252.15
