0 18199.7333333
100 18043.6666667
200 17934.9
300 17829.5
400 17749.6
500 17664.8333333
600 17596.6666667
700 17553.6
800 17520.8666667
900 17488.4666667
1000 17468.1
1100 17441.3333333
1200 17421.3
1300 17391.3666667
1400 17365.6666667
1500 17345.5333333
1600 17334.6333333
1700 17316.3666667
1800 17300.0333333
1900 17280.8333333
2000 17273.3
2100 17272.6333333
2200 17266.6666667
2300 17252.0666667
2400 17242.5333333
2500 17237.8
2600 17229.0333333
2700 17220.2333333
2800 17219.0
2900 17210.6666667
3000 17202.1
3100 17194.9333333
3200 17194.9333333
3300 17182.2333333
3400 17177.4
3500 17169.8333333
3600 17166.2
3700 17162.6333333
3800 17154.5666667
3900 17154.5666667
4000 17154.3333333
4100 17150.5666667
4200 17147.0666667
4300 17144.0666667
4400 17144.0666667
4500 17143.2333333
4600 17139.3333333
4700 17130.1
4800 17128.7
4900 17128.7
